college_name,student_name,mentor_name,department_name,academic_year,total_students,total_departments,total_faculty,year_of_study,student_count,faculty_count,student_faculty_ratio,avg_attendance_pct,hackathon_id,hackathon_name,hackathon_type,conducting_body,participation_level,mode,total_registered_students,total_participants,teams_formed,departments_participated,female_participation_pct,projects_submitted,projects_completed,shortlisted_projects,prizes_won_count,prize_level,problem_solving_score_avg,students_placed,placement_percentage,avg_package_lpa,highest_package_lpa,companies_visited,hackathon_to_placement_ratio,internships_offered,ppo_offers,lab_utilization_pct,software_tools_used,budget_allocated,budget_utilized,cost_per_student,repeat_participants_pct,dropout_from_hackathon,attendance_vs_participation_corr,academic_vs_hackathon_corr,month,quarter,year,yoy_participation_growth,yoy_placement_growth
Coimbatore Institute of Technology (CIT),Meera Patel 789,Prof. Ramesh B.,CSE,2022-23,3244,9,184,2,162,7,19.5,86,H003,Industry CodeFest,External,Company,State,Online,54,85,20,9,44,5,3,7,1,State,68,76,84,9.1,22.6,17,0.64,34,5,57,Embedded,37,53,19546,25,9,0.74,0.77,March,Q3,2022,11,11
SASTRA Deemed University,Meera Singh 726,Dr. Meenakshi P.,MECH,2022-23,3599,9,186,4,141,7,12.0,73,H002,College Innovation Hackathon,Internal,College,College,Offline,30,75,9,3,44,21,8,9,3,National,78,32,77,6.1,23.4,33,0.74,17,14,55,AutoCAD,46,56,19435,51,8,0.58,0.59,July,Q3,2024,22,11
Amrita Vishwa Vidyapeetham,Ishani Das 245,Dr. Suresh T.,PETROLEUM,2024-25,3530,9,219,3,220,13,11.1,94,H003,Industry CodeFest,External,Company,State,Online,82,15,13,7,40,18,7,2,0,,81,107,46,9.1,15.5,30,0.64,16,6,61,MATLAB,33,37,23221,39,13,0.76,0.59,July,Q2,2023,15,9
Coimbatore Institute of Technology (CIT),Divya Singh 540,Prof. Ramesh B.,MECH,2022-23,3749,9,200,4,143,14,19.8,90,H001,Smart India Hackathon,External,Government,National,Offline,119,49,10,5,40,12,13,2,2,National,83,120,93,8.0,15.6,23,0.58,31,0,80,Python,46,40,25580,28,17,0.76,0.41,March,Q2,2024,14,15
Kumaraguru College of Technology,Nisha Patel 585,Dr. Kavita J.,CSE,2023-24,3167,9,251,3,203,9,18.0,89,H002,College Innovation Hackathon,Internal,College,College,Offline,55,28,5,4,20,13,17,9,3,College,84,198,64,7.6,23.5,25,0.42,29,1,61,Python,60,39,19522,54,14,0.63,0.51,September,Q2,2022,15,17
Vellore Institute of Technology (VIT),Meera Verma 610,Prof. Aruna D.,EEE,2023-24,3675,9,205,2,203,7,14.4,80,H003,Industry CodeFest,External,Company,State,Offline,91,82,12,8,11,7,4,5,2,,83,84,51,5.4,11.9,21,0.47,21,8,93,Python,28,25,25522,46,16,0.61,0.59,January,Q1,2024,5,17
PSG College of Technology,Aditi Nair 918,Prof. Ramesh B.,CSE,2023-24,3078,9,253,3,145,7,17.3,88,H003,Industry CodeFest,External,Company,State,Online,91,29,20,4,42,5,20,7,1,College,84,140,92,5.2,15.7,38,0.8,14,10,59,MATLAB,56,39,22439,53,16,0.81,0.56,July,Q1,2025,5,4
SASTRA Deemed University,Nisha Singh 433,Dr. Suresh T.,MECH,2022-23,3030,9,208,3,209,11,15.3,90,H002,College Innovation Hackathon,Internal,College,College,Online,118,88,14,8,19,9,6,3,2,State,63,36,74,7.1,22.4,34,0.36,27,2,75,AutoCAD,34,31,18304,39,8,0.62,0.51,March,Q3,2022,9,18
SRM Institute of Science and Technology,Pooja Nair 857,Prof. Lakshmi S.,ECE,2023-24,2927,9,228,4,72,13,14.4,76,H001,Smart India Hackathon,External,Government,National,Online,118,63,21,9,17,5,7,8,0,State,84,83,47,9.1,20.6,21,0.67,25,13,67,MATLAB,25,50,20895,50,11,0.65,0.78,January,Q1,2025,18,16
SASTRA Deemed University,Priya Verma 668,Dr. Sunita M.,ECE,2023-24,2633,9,235,3,136,9,20.0,72,H002,College Innovation Hackathon,Internal,College,College,Offline,80,17,11,8,30,4,6,3,1,College,64,162,49,4.3,16.0,11,0.33,18,9,78,Embedded,46,28,21868,31,8,0.82,0.79,March,Q3,2022,10,4
SASTRA Deemed University,Ishani Iyer 459,Prof. Venkatesh R.,CIVIL,2023-24,3780,9,227,2,127,15,13.2,95,H002,College Innovation Hackathon,Internal,College,College,Online,62,18,18,3,19,16,3,8,3,State,65,55,40,5.6,11.8,23,0.79,12,15,84,Cloud,54,46,17202,20,12,0.64,0.76,July,Q2,2024,22,15
PSG College of Technology,Priya Reddy 943,Prof. Ramesh B.,ECE,2024-25,3669,9,205,4,92,9,15.1,95,H002,College Innovation Hackathon,Internal,College,College,Online,48,99,5,8,16,25,14,4,0,State,67,94,51,7.9,13.1,32,0.79,38,8,63,AutoCAD,47,41,25833,29,4,0.75,0.72,January,Q2,2023,5,8
Amrita Vishwa Vidyapeetham,Sanjay Nair 569,Dr. Meenakshi P.,CSE,2023-24,3160,9,181,2,206,13,14.8,81,H001,Smart India Hackathon,External,Government,National,Online,100,88,15,6,23,17,21,4,3,College,83,101,81,8.1,23.7,20,0.8,16,8,76,Cloud,55,47,25866,26,13,0.76,0.51,July,Q4,2022,22,8
Thiagarajar College of Engineering,Abhishek Verma 233,Dr. Kavita J.,ECE,2022-23,2746,9,250,2,135,8,18.7,79,H002,College Innovation Hackathon,Internal,College,College,Offline,75,85,5,9,42,8,14,8,1,State,86,86,89,3.6,20.5,21,0.56,14,1,89,AutoCAD,54,32,26365,53,8,0.6,0.44,March,Q2,2023,22,17
IIT Madras,Abhishek Kumar 711,Prof. Lakshmi S.,MECH,2023-24,3107,9,229,3,193,12,18.9,84,H001,Smart India Hackathon,External,Government,National,Offline,37,53,3,3,26,25,19,10,2,State,89,186,78,9.3,9.0,23,0.37,35,5,70,Cloud,30,44,21406,32,10,0.78,0.43,July,Q2,2025,8,8
IIT Madras,Ananya Patel 138,Prof. Venkatesh R.,MECH,2024-25,3064,9,221,4,62,7,15.2,86,H001,Smart India Hackathon,External,Government,National,Online,118,95,22,6,24,24,16,4,0,,64,48,88,9.0,13.8,18,0.77,7,12,71,Python,60,47,21978,30,18,0.75,0.49,January,Q1,2024,12,19
Kumaraguru College of Technology,Meera Reddy 772,Prof. Ramesh B.,PHARMACY,2024-25,2715,9,215,4,130,10,16.4,80,H001,Smart India Hackathon,External,Government,National,Offline,105,47,14,3,10,6,17,3,3,State,78,141,82,5.1,25.0,36,0.65,40,12,93,Embedded,44,20,24857,26,6,0.68,0.45,March,Q3,2025,17,5
Coimbatore Institute of Technology (CIT),Sriya Verma 589,Prof. Ramesh B.,PETROLEUM,2024-25,3570,9,184,4,162,12,16.7,70,H002,College Innovation Hackathon,Internal,College,College,Online,92,38,3,8,31,6,11,6,0,,87,94,62,8.4,13.8,40,0.42,33,1,75,Cloud,60,34,27592,30,9,0.67,0.75,July,Q4,2024,10,19
SRM Institute of Science and Technology,Sanjay Singh 969,Dr. Sunita M.,ECE,2024-25,3602,9,209,3,141,10,11.0,93,H002,College Innovation Hackathon,Internal,College,College,Online,101,66,13,7,41,23,7,6,1,National,87,154,62,5.5,15.4,21,0.68,15,10,56,Python,32,55,20087,52,12,0.75,0.62,September,Q1,2023,7,6
Kumaraguru College of Technology,Karthik Kumar 532,Dr. Meenakshi P.,PHARMACY,2024-25,3196,9,248,3,150,12,11.3,82,H001,Smart India Hackathon,External,Government,National,Online,114,52,22,7,15,13,9,7,0,State,77,69,82,9.5,8.4,17,0.72,19,7,69,Cloud,33,27,15203,38,10,0.84,0.74,September,Q4,2025,22,10
Vellore Institute of Technology (VIT),Abhishek Patel 374,Dr. Rajesh K.,PHARMACY,2024-25,3318,9,260,2,207,12,17.5,92,H003,Industry CodeFest,External,Company,State,Offline,53,70,14,5,25,13,19,5,0,State,70,93,90,6.7,10.2,39,0.69,37,15,89,AutoCAD,26,56,18732,42,10,0.64,0.63,January,Q4,2025,20,17
Amrita Vishwa Vidyapeetham,Ananya Kumar 562,Prof. Venkatesh R.,ECE,2024-25,3418,9,251,2,74,11,14.8,92,H001,Smart India Hackathon,External,Government,National,Online,28,60,5,8,27,21,10,0,3,,82,64,65,4.8,15.7,27,0.65,24,10,69,Embedded,52,44,17363,54,13,0.8,0.79,January,Q3,2022,7,6
Thiagarajar College of Engineering,Pranav Singh 431,Dr. Amit V.,AI&DS,2022-23,4000,9,204,4,123,15,17.7,75,H003,Industry CodeFest,External,Company,State,Online,23,98,18,8,17,13,4,1,3,,85,134,64,7.7,10.4,20,0.39,24,11,66,Cloud,36,49,16486,31,11,0.61,0.49,January,Q3,2025,8,20
SRM Institute of Science and Technology,Vikram Iyer 665,Prof. Ramesh B.,CHEMICAL,2022-23,3640,9,187,1,155,7,11.7,86,H003,Industry CodeFest,External,Company,State,Online,20,56,15,5,11,21,20,5,0,State,66,192,79,6.5,17.1,21,0.35,14,11,91,MATLAB,48,29,23312,29,17,0.46,0.42,January,Q3,2024,8,15
Thiagarajar College of Engineering,Deepak Kumar 693,Dr. Suresh T.,EEE,2023-24,2895,9,257,2,99,15,19.2,84,H001,Smart India Hackathon,External,Government,National,Offline,120,72,6,8,45,5,12,3,2,State,67,155,52,8.3,8.7,11,0.76,35,3,88,Python,40,51,24224,54,15,0.75,0.66,July,Q3,2023,19,10
SRM Institute of Science and Technology,Manoj Kumar 469,Dr. Rajesh K.,CHEMICAL,2023-24,3272,9,190,4,185,6,14.9,80,H002,College Innovation Hackathon,Internal,College,College,Offline,98,64,12,6,28,24,3,8,0,State,90,52,59,8.9,20.7,28,0.57,25,1,89,Python,23,37,21306,32,14,0.84,0.42,September,Q2,2024,6,10
Vellore Institute of Technology (VIT),Vikram Gupta 221,Dr. Suresh T.,ECE,2022-23,3959,9,220,4,78,9,15.0,88,H001,Smart India Hackathon,External,Government,National,Online,25,63,9,8,17,12,2,3,2,State,72,88,63,9.0,14.8,14,0.37,20,8,82,Embedded,60,37,18356,37,16,0.73,0.57,September,Q4,2024,11,19
SASTRA Deemed University,Rahul Sharma 768,Prof. Venkatesh R.,CHEMICAL,2024-25,3309,9,185,1,174,8,16.6,77,H003,Industry CodeFest,External,Company,State,Online,101,29,6,4,41,5,7,8,2,State,90,95,83,7.8,19.8,19,0.57,23,8,61,Python,45,30,16417,55,18,0.53,0.61,January,Q4,2025,8,7
PSG College of Technology,Pooja Das 864,Dr. Kavita J.,MECH,2022-23,2671,9,188,1,121,12,16.2,84,H002,College Innovation Hackathon,Internal,College,College,Online,76,91,4,8,42,9,8,5,0,College,90,69,61,8.7,12.3,15,0.48,17,1,80,Cloud,29,36,23283,24,10,0.52,0.48,September,Q1,2025,7,11
Anna University,Pranav Reddy 311,Prof. Aruna D.,AI&DS,2022-23,2793,9,250,3,141,6,11.1,72,H003,Industry CodeFest,External,Company,State,Offline,86,83,3,7,20,13,13,0,1,College,81,89,40,5.8,17.6,36,0.49,12,7,95,Python,56,52,16211,21,18,0.82,0.66,July,Q4,2025,12,19
Coimbatore Institute of Technology (CIT),Rahul Singh 845,Dr. Meenakshi P.,CHEMICAL,2023-24,3481,9,199,3,176,14,18.8,77,H003,Industry CodeFest,External,Company,State,Online,56,96,8,6,26,8,13,0,3,National,64,40,69,6.0,23.0,37,0.41,30,4,95,AutoCAD,33,43,21899,46,17,0.74,0.58,September,Q4,2024,15,14
PSG College of Technology,Ishani Das 163,Dr. Kavita J.,PHARMACY,2024-25,2921,9,211,2,115,9,15.7,93,H003,Industry CodeFest,External,Company,State,Offline,79,85,16,5,29,9,14,2,3,College,77,196,68,5.3,22.2,34,0.74,31,1,67,MATLAB,41,53,17567,44,16,0.52,0.58,March,Q4,2023,13,8
Coimbatore Institute of Technology (CIT),Divya Iyer 894,Prof. Lakshmi S.,PHARMACY,2023-24,3148,9,239,2,122,8,17.6,85,H001,Smart India Hackathon,External,Government,National,Offline,98,93,19,8,12,24,5,1,0,College,60,43,61,8.6,13.3,38,0.48,14,6,74,Python,43,57,20169,48,18,0.59,0.47,July,Q1,2023,9,9
SRM Institute of Science and Technology,Pooja Das 687,Dr. Rajesh K.,PHARMACY,2024-25,3339,9,200,1,203,14,16.3,92,H003,Industry CodeFest,External,Company,State,Offline,108,46,6,8,19,17,5,0,1,,75,127,70,4.5,8.3,32,0.79,28,14,92,Embedded,31,46,15325,51,14,0.8,0.8,July,Q1,2023,9,13
Coimbatore Institute of Technology (CIT),Karthik Reddy 579,Dr. Rajesh K.,PHARMACY,2024-25,2903,9,221,2,134,7,13.5,95,H001,Smart India Hackathon,External,Government,National,Offline,22,94,21,6,20,14,10,3,2,College,75,111,50,3.8,12.1,19,0.43,32,10,57,AutoCAD,49,23,20454,55,4,0.5,0.79,January,Q1,2024,17,10
SRM Institute of Science and Technology,Aditi Iyer 531,Prof. Ramesh B.,CIVIL,2022-23,3923,9,214,4,156,11,13.7,86,H002,College Innovation Hackathon,Internal,College,College,Offline,72,58,7,5,26,20,8,7,2,National,62,145,82,4.0,19.3,20,0.73,12,0,63,Python,35,22,17901,43,5,0.51,0.72,January,Q1,2022,5,14
Amrita Vishwa Vidyapeetham,Vikram Kumar 477,Prof. Lakshmi S.,ECE,2024-25,3443,9,260,2,144,7,16.1,71,H003,Industry CodeFest,External,Company,State,Online,45,25,8,3,15,3,15,10,1,State,61,50,64,5.4,17.0,25,0.71,36,5,85,AutoCAD,57,21,22250,31,3,0.48,0.79,July,Q2,2023,8,6
Vellore Institute of Technology (VIT),Ananya Patel 187,Prof. Venkatesh R.,MECH,2022-23,2832,9,230,2,211,10,16.0,86,H002,College Innovation Hackathon,Internal,College,College,Offline,47,69,11,9,32,10,18,0,2,National,84,71,44,3.9,16.4,38,0.67,32,2,83,Python,25,38,24636,43,5,0.68,0.69,July,Q4,2024,20,15
IIT Madras,Sneha Singh 369,Dr. Kavita J.,CIVIL,2023-24,3618,9,204,3,118,15,11.7,92,H002,College Innovation Hackathon,Internal,College,College,Offline,72,74,17,5,35,17,16,7,1,State,83,128,66,9.2,22.8,35,0.46,14,12,78,Python,47,29,17474,31,9,0.49,0.56,March,Q3,2024,11,4
Kumaraguru College of Technology,Karthik Patel 185,Prof. Lakshmi S.,CIVIL,2023-24,3625,9,215,4,118,9,14.9,93,H001,Smart India Hackathon,External,Government,National,Offline,75,70,8,6,13,14,5,1,2,,79,104,49,4.9,24.0,35,0.41,36,0,74,MATLAB,41,58,20089,47,6,0.69,0.61,July,Q3,2023,16,19
Vellore Institute of Technology (VIT),Arjun Sharma 541,Prof. Venkatesh R.,ECE,2023-24,3354,9,211,1,113,11,16.9,80,H002,College Innovation Hackathon,Internal,College,College,Offline,120,50,20,5,31,25,8,2,2,State,82,181,79,4.9,21.9,25,0.58,6,10,87,Python,44,27,25217,40,5,0.66,0.59,July,Q1,2025,17,10
PSG College of Technology,Pooja Singh 575,Prof. Ramesh B.,CHEMICAL,2022-23,3470,9,211,2,117,6,13.3,89,H002,College Innovation Hackathon,Internal,College,College,Offline,91,33,11,5,41,13,21,8,1,State,90,182,78,4.2,20.5,33,0.74,38,9,70,Cloud,47,18,19885,36,9,0.51,0.41,September,Q1,2024,19,8
SRM Institute of Science and Technology,Nisha Singh 965,Dr. Amit V.,CIVIL,2022-23,3716,9,236,4,140,7,19.4,84,H003,Industry CodeFest,External,Company,State,Offline,45,92,17,5,20,21,6,5,0,College,61,113,75,6.4,10.4,36,0.66,40,0,95,Cloud,40,43,17916,40,4,0.71,0.53,January,Q1,2023,20,6
Thiagarajar College of Engineering,Divya Gupta 287,Prof. Ramesh B.,ECE,2022-23,3570,9,200,2,120,7,17.5,81,H001,Smart India Hackathon,External,Government,National,Offline,30,67,13,9,14,18,14,8,0,,80,131,84,4.4,22.0,36,0.4,15,3,71,MATLAB,35,21,25563,55,3,0.47,0.74,March,Q4,2022,6,11
Coimbatore Institute of Technology (CIT),Arjun Nair 976,Prof. Ramesh B.,MECH,2024-25,3154,9,221,2,159,12,10.2,94,H001,Smart India Hackathon,External,Government,National,Offline,83,18,24,8,36,20,4,0,1,College,66,88,77,6.4,13.9,12,0.59,28,5,80,MATLAB,29,52,15120,38,11,0.67,0.6,March,Q2,2024,15,10
Coimbatore Institute of Technology (CIT),Meera Patel 618,Dr. Suresh T.,PETROLEUM,2022-23,3832,9,216,3,175,6,14.5,90,H002,College Innovation Hackathon,Internal,College,College,Offline,46,38,6,3,34,6,8,3,2,State,88,181,92,5.3,15.9,30,0.61,21,6,87,Python,39,18,18545,31,13,0.53,0.78,September,Q3,2025,17,9
Amrita Vishwa Vidyapeetham,Manoj Singh 459,Dr. Amit V.,CIVIL,2024-25,3084,9,211,4,79,15,11.1,70,H003,Industry CodeFest,External,Company,State,Online,99,21,3,5,10,12,16,6,1,College,61,124,53,7.4,24.5,33,0.74,9,8,81,Python,39,20,16967,39,7,0.56,0.77,March,Q1,2022,20,9
IIT Madras,Ananya Kumar 207,Dr. Kavita J.,CSE,2024-25,2980,9,238,1,208,14,12.7,70,H001,Smart India Hackathon,External,Government,National,Offline,28,34,9,3,35,24,14,0,0,,73,149,66,4.6,8.2,38,0.32,9,8,73,Cloud,32,35,15399,37,9,0.54,0.58,January,Q1,2025,22,19
SRM Institute of Science and Technology,Meera Iyer 148,Prof. Lakshmi S.,MECH,2023-24,2681,9,256,1,154,13,18.2,87,H002,College Innovation Hackathon,Internal,College,College,Online,67,99,14,8,45,20,6,5,2,,65,178,65,5.7,24.7,34,0.45,36,13,78,Cloud,25,56,19148,28,13,0.82,0.66,September,Q2,2022,15,20
SASTRA Deemed University,Sriya Verma 415,Dr. Rajesh K.,EEE,2024-25,2826,9,253,3,95,9,18.2,82,H003,Industry CodeFest,External,Company,State,Online,73,29,19,7,12,19,5,9,0,National,89,170,82,9.2,20.6,31,0.65,26,15,62,AutoCAD,43,53,21471,53,15,0.54,0.54,September,Q1,2023,25,18
PSG College of Technology,Deepak Gupta 413,Dr. Meenakshi P.,EEE,2022-23,3533,9,193,2,186,8,19.2,92,H003,Industry CodeFest,External,Company,State,Offline,50,66,12,9,23,20,22,1,1,College,60,37,58,4.2,11.2,34,0.64,9,8,83,Python,47,40,25839,45,3,0.73,0.52,September,Q3,2023,14,17
PSG College of Technology,Abhishek Das 702,Prof. Aruna D.,CIVIL,2023-24,2564,9,243,1,141,11,10.3,92,H003,Industry CodeFest,External,Company,State,Offline,69,83,6,6,32,24,17,0,3,College,90,154,88,8.9,16.1,27,0.35,20,3,84,Cloud,41,33,24889,50,4,0.58,0.62,September,Q2,2025,8,4
SASTRA Deemed University,Abhishek Patel 901,Dr. Kavita J.,EEE,2023-24,2641,9,244,1,106,13,12.7,88,H003,Industry CodeFest,External,Company,State,Offline,88,98,4,5,17,25,18,7,1,,69,71,42,5.2,13.6,13,0.64,9,6,85,Cloud,35,18,21345,31,15,0.47,0.47,July,Q4,2023,19,7
Amrita Vishwa Vidyapeetham,Priya Sharma 873,Dr. Amit V.,ECE,2022-23,3739,9,252,2,66,13,15.0,95,H001,Smart India Hackathon,External,Government,National,Offline,22,82,25,5,44,6,15,7,0,National,73,172,84,6.0,9.1,18,0.74,27,15,80,Embedded,35,26,16982,21,8,0.48,0.47,March,Q4,2024,22,12
Vellore Institute of Technology (VIT),Nisha Das 104,Dr. Suresh T.,CIVIL,2022-23,3692,9,232,1,89,14,10.4,76,H003,Industry CodeFest,External,Company,State,Online,58,32,25,6,10,14,3,8,0,College,76,200,57,7.0,8.2,38,0.71,25,7,85,MATLAB,32,48,22836,50,9,0.49,0.56,January,Q2,2023,21,8
PSG College of Technology,Sanjay Patel 534,Dr. Suresh T.,ECE,2022-23,3659,9,201,4,123,12,18.4,81,H003,Industry CodeFest,External,Company,State,Online,53,67,4,9,37,4,12,6,0,State,81,125,65,6.2,22.2,17,0.67,13,15,94,Embedded,46,58,17576,35,12,0.65,0.43,January,Q4,2022,22,6
IIT Madras,Sriya Reddy 293,Prof. Ramesh B.,EEE,2023-24,3305,9,215,1,178,11,13.0,87,H002,College Innovation Hackathon,Internal,College,College,Offline,59,75,19,6,34,25,20,8,1,,70,53,84,6.4,13.8,26,0.61,9,8,95,AutoCAD,37,36,24739,52,10,0.58,0.76,March,Q2,2024,14,10
Amrita Vishwa Vidyapeetham,Manoj Singh 386,Prof. Aruna D.,PETROLEUM,2023-24,3724,9,234,4,108,15,18.9,74,H002,College Innovation Hackathon,Internal,College,College,Offline,44,61,25,7,45,13,8,7,1,College,83,104,80,5.0,18.2,30,0.72,16,15,78,MATLAB,45,48,26748,37,17,0.66,0.46,January,Q3,2022,17,16
PSG College of Technology,Meera Gupta 454,Dr. Sunita M.,CSE,2023-24,3513,9,238,1,200,15,18.2,86,H001,Smart India Hackathon,External,Government,National,Offline,45,49,4,6,41,22,5,7,3,,70,60,48,4.6,14.1,35,0.8,7,2,72,Python,55,52,19397,28,6,0.82,0.67,March,Q1,2022,5,7
Vellore Institute of Technology (VIT),Aditi Verma 240,Prof. Lakshmi S.,PETROLEUM,2023-24,2992,9,209,3,116,15,16.0,94,H002,College Innovation Hackathon,Internal,College,College,Offline,90,60,10,4,11,20,20,5,1,State,85,128,53,6.8,8.3,15,0.35,22,15,62,Python,35,44,18620,35,17,0.69,0.76,March,Q3,2022,5,11
Anna University,Divya Iyer 134,Prof. Aruna D.,CHEMICAL,2024-25,3291,9,237,4,114,9,11.0,72,H003,Industry CodeFest,External,Company,State,Offline,111,71,17,4,34,22,14,0,2,State,88,155,67,8.2,16.9,20,0.31,37,12,83,Embedded,33,41,17367,24,15,0.52,0.56,March,Q3,2024,17,12
SRM Institute of Science and Technology,Priya Singh 161,Dr. Suresh T.,MECH,2023-24,3729,9,240,3,66,15,12.4,92,H001,Smart India Hackathon,External,Government,National,Online,77,17,15,7,32,14,14,0,3,,83,144,67,4.0,12.3,17,0.43,21,15,65,MATLAB,34,55,25567,53,9,0.79,0.79,July,Q1,2023,7,9
IIT Madras,Vikram Patel 357,Dr. Meenakshi P.,ECE,2022-23,3575,9,212,1,175,8,12.9,83,H002,College Innovation Hackathon,Internal,College,College,Offline,43,44,16,5,20,19,4,3,0,College,78,197,90,8.2,24.2,40,0.67,23,15,82,MATLAB,35,19,18201,24,5,0.76,0.51,March,Q1,2025,22,15
Anna University,Meera Gupta 523,Dr. Sunita M.,EEE,2022-23,3003,9,181,2,143,8,17.7,86,H003,Industry CodeFest,External,Company,State,Online,84,79,4,6,18,8,3,7,1,State,67,185,93,5.7,21.3,24,0.42,16,3,70,MATLAB,60,56,27361,22,5,0.84,0.45,July,Q4,2025,17,16
PSG College of Technology,Ishani Verma 802,Dr. Suresh T.,AI&DS,2024-25,3224,9,257,4,207,12,17.5,86,H003,Industry CodeFest,External,Company,State,Offline,41,79,18,4,12,9,4,9,2,National,63,184,66,5.8,13.1,10,0.46,17,0,68,Cloud,60,27,22371,28,12,0.61,0.46,March,Q4,2024,20,16
Anna University,Sneha Verma 819,Dr. Rajesh K.,CIVIL,2022-23,3448,9,196,4,166,6,12.5,74,H002,College Innovation Hackathon,Internal,College,College,Online,57,62,4,5,39,15,22,6,0,National,71,161,75,6.4,23.9,37,0.72,9,11,76,MATLAB,39,50,17718,20,6,0.51,0.68,July,Q1,2022,21,10
SRM Institute of Science and Technology,Aditi Patel 982,Dr. Sunita M.,AI&DS,2023-24,3326,9,222,3,216,13,13.5,80,H001,Smart India Hackathon,External,Government,National,Offline,67,21,19,7,17,17,17,6,0,College,90,69,92,5.8,19.2,24,0.67,22,4,64,MATLAB,25,57,21289,37,15,0.54,0.42,January,Q2,2023,18,10
Thiagarajar College of Engineering,Rahul Verma 861,Dr. Amit V.,PHARMACY,2024-25,3663,9,212,2,113,6,19.9,75,H002,College Innovation Hackathon,Internal,College,College,Online,53,76,5,4,39,8,23,7,0,College,81,147,91,8.9,18.5,21,0.73,21,10,95,AutoCAD,53,27,25940,53,11,0.77,0.71,March,Q2,2022,18,19
Kumaraguru College of Technology,Manoj Gupta 302,Dr. Sunita M.,CHEMICAL,2023-24,3521,9,231,3,73,15,13.0,78,H003,Industry CodeFest,External,Company,State,Online,38,86,10,9,24,10,16,2,0,National,73,132,66,6.9,13.1,17,0.38,35,2,75,Python,47,43,22080,29,16,0.64,0.41,July,Q1,2024,12,19
Kumaraguru College of Technology,Manoj Kumar 632,Dr. Rajesh K.,CIVIL,2022-23,3330,9,235,4,120,10,12.4,95,H003,Industry CodeFest,External,Company,State,Online,63,35,22,5,34,5,5,1,0,College,64,168,67,6.5,9.6,35,0.7,14,1,55,Cloud,31,20,17186,38,14,0.72,0.77,July,Q1,2022,10,13
Vellore Institute of Technology (VIT),Pooja Reddy 140,Dr. Sunita M.,PETROLEUM,2024-25,2668,9,185,1,217,6,18.2,76,H001,Smart India Hackathon,External,Government,National,Online,70,77,6,5,28,22,18,1,2,State,62,148,78,8.6,10.7,34,0.65,11,15,93,MATLAB,38,20,21445,41,8,0.73,0.72,July,Q3,2024,25,16
Amrita Vishwa Vidyapeetham,Divya Singh 984,Dr. Rajesh K.,PHARMACY,2024-25,3168,9,206,2,121,13,11.5,74,H002,College Innovation Hackathon,Internal,College,College,Online,30,22,21,3,19,6,16,2,1,College,69,115,84,5.4,12.1,25,0.52,12,9,68,Cloud,22,41,17564,45,9,0.59,0.42,July,Q4,2023,20,18
SRM Institute of Science and Technology,Divya Gupta 223,Dr. Rajesh K.,PHARMACY,2022-23,3169,9,234,3,140,15,18.7,75,H002,College Innovation Hackathon,Internal,College,College,Online,120,36,11,6,15,18,12,2,0,State,67,161,78,6.5,12.7,16,0.66,31,1,55,AutoCAD,41,57,21111,41,3,0.49,0.71,March,Q2,2023,15,20
Thiagarajar College of Engineering,Divya Kumar 680,Dr. Meenakshi P.,CHEMICAL,2024-25,3754,9,258,4,110,12,17.7,93,H003,Industry CodeFest,External,Company,State,Online,78,90,20,5,44,17,3,4,2,College,73,180,80,9.3,9.1,36,0.74,34,7,75,Embedded,34,46,19336,39,4,0.78,0.67,July,Q4,2024,5,20
SASTRA Deemed University,Rahul Verma 588,Prof. Ramesh B.,MECH,2023-24,2989,9,230,1,60,12,10.5,72,H001,Smart India Hackathon,External,Government,National,Offline,88,84,16,3,42,23,11,9,0,,78,84,74,7.5,12.9,13,0.73,29,10,66,Embedded,32,18,26224,47,5,0.58,0.5,September,Q1,2022,9,12
Kumaraguru College of Technology,Deepak Singh 318,Dr. Rajesh K.,EEE,2023-24,3351,9,200,3,169,9,17.3,81,H003,Industry CodeFest,External,Company,State,Online,117,51,12,7,45,23,4,1,1,College,87,30,55,3.9,21.1,34,0.77,16,3,83,AutoCAD,27,50,27550,54,17,0.65,0.59,July,Q1,2024,7,15
Amrita Vishwa Vidyapeetham,Sriya Verma 499,Dr. Kavita J.,EEE,2024-25,3012,9,182,4,218,7,19.9,75,H001,Smart India Hackathon,External,Government,National,Online,63,35,19,9,44,9,17,10,2,College,70,129,90,8.0,9.8,26,0.69,30,6,65,MATLAB,59,58,22920,24,10,0.78,0.77,September,Q4,2025,15,15
Anna University,Rohan Verma 159,Prof. Aruna D.,MECH,2023-24,2885,9,180,1,206,11,10.2,91,H001,Smart India Hackathon,External,Government,National,Offline,103,58,16,8,10,13,16,1,1,College,79,163,75,8.1,18.1,25,0.55,40,10,62,Embedded,22,58,20194,35,12,0.66,0.57,January,Q1,2022,14,8
Coimbatore Institute of Technology (CIT),Ananya Reddy 795,Dr. Rajesh K.,CHEMICAL,2023-24,3196,9,232,4,79,14,13.6,85,H001,Smart India Hackathon,External,Government,National,Offline,114,53,16,3,11,12,12,2,0,State,89,164,78,7.1,9.7,13,0.35,21,10,75,Python,31,54,18478,25,10,0.47,0.52,January,Q3,2024,8,16
